NO,Name,N1,N2,N3,N4,N5,N6,N7,N8
6169,띠띠뽀띠띠뽀미니샌드피넛뚜레쥬르,215,0,5,0,290,7,0,3.8
6170,띠띠뽀띠띠뽀미니샌드스트로베리뚜레쥬르,215,0,5,0,290,8,0,3.6
6171,팥과 크림이 꽉찬 크리미 단팥뚜레쥬르,305,0,5,0,190,19,0,5
6172,한입두입미니단팥빵뚜레쥬르,516,0,13,0,524,30,0,7
6173,TLJ 옥수수식빵뚜레쥬르,1425,0,38,0,1670,39,0,14
6174,진한두유검은콩식빵뚜레쥬르,225,0,7,0,420,8,0,2.4
6175,모카패스트리식빵뚜레쥬르,250,0,6,0,260,9,0,7
6176,호박패스트리식빵뚜레쥬르,1285,0,29,0,1770,37,0,33
6177,롤치즈식빵뚜레쥬르,235,0,8,0,400,6,0,3.7
6178,밤식빵뚜레쥬르,1440,0,28,0,1140,101,0,17
6179,데니쉬식빵뚜레쥬르,260,0,5,0,320,6,0,11
6180,딸기잼 듬뿍 미니식빵뚜레쥬르,890,0,19,0,930,62,0,12
6181,순수한맛 순우유식빵뚜레쥬르,230,0,7,0,410,7,0,2.7
6182,순수한맛 순우유롤(봉)뚜레쥬르,295,0,8,0,440,7,0,6
6183,데일리 우유식빵뚜레쥬르,280,0,8,0,420,8,0,3
6184,열두가지 곡물식빵뚜레쥬르,290,0,10,0,480,6,0,3.3
6185,바로굽는 토스트식빵뚜레쥬르,310,0,8,0,430,5,0,6
6186,담백한 모닝식빵뚜레쥬르,280,0,10,0,460,7,0,2.3
6187,호박검은깨식빵뚜레쥬르,290,0,9,0,430,7,0,2.7
6188,깨찰도넛뚜레쥬르,215,0,2,0,200,2,0,3.8
6189,프리미엄단팥도넛뚜레쥬르,430,0,8,0,300,30,0,3.9
6190,렛츠트위스트뚜레쥬르,165,0,3,0,240,3,0,2.1
6191,옥수수트위스트뚜레쥬르,255,0,5,0,230,8,0,4.7
6192,엄마랑장볼때먹던 그때그도나쓰뚜레쥬르,435,0,5,0,640,21,0,4.7
6193,슈거글레이즈드도넛뚜레쥬르,175,0,3,0,180,10,0,3
6194,딸기마카롱도넛뚜레쥬르,225,0,4,0,160,3,0,7
6195,롱스틱초코도넛뚜레쥬르,330,0,6,0,230,13,0,10
6196,초코마카롱도넛뚜레쥬르,215,0,4,0,170,3,0,6
6197,바바리안크림도넛뚜레쥬르,175,0,3,0,210,9,0,2.1
6198,스트로베리쨈도넛뚜레쥬르,180,0,3,0,210,9,0,1.9
6199,깜파뉴속의리얼초코뚜레쥬르,390,0,9,0,460,27,0,5
6200,몽블랑패스트리뚜레쥬르,330,0,6,0,380,8,0,15
6201,크림치즈데니쉬뚜레쥬르,305,0,6,0,250,16,0,7
6202,NEW 파이스틱뚜레쥬르,170,0,2,0,120,5,0,7
6203,고구마파이뚜레쥬르,285,0,5,0,250,11,0,11
6204,밤패스트리뚜레쥬르,530,0,10,0,620,30,0,14
6205,에그타르트뚜레쥬르,145,0,2,0,70,6,0,4.7
6206,블랙올리브치즈브레드뚜레쥬르,255,0,8,0,530,2,0,2.9
6207,바게트토스트뚜레쥬르,240,0,8,0,350,10,0,3.4
6208,건포도빵뚜레쥬르,245,0,6,0,350,7,0,0.8
6209,진한초콜릿깜파뉴뚜레쥬르,195,0,5,0,300,9,0,2.1
6210,순꿀 바게트뚜레쥬르,295,0,8,0,430,11,0,2.5
6211,프랑스바게트뚜레쥬르,230,0,9,0,510,0.7,0,0.2
6212,마늘스틱뚜레쥬르,170,0,3,0,250,4,0,4.1
6213,호두바게트뚜레쥬르,455,0,14,0,740,2,0,1.4
6214,플레인베이글뚜레쥬르,295,0,12,0,440,12,0,1.5
6215,블루베리베이글뚜레쥬르,320,0,11,0,340,17,0,1.8
6216,어니언베이글뚜레쥬르,305,0,11,0,440,14,0,1.8
6217,통밀빵뚜레쥬르,765,0,19,0,770,36,0,8
6218,미니치즈롤뚜레쥬르,50,0,2,0,105,0.7,0,0.7
6219,치즈듬뿍 순꿀꽃뚜레쥬르,540,0,22,0,810,13,0,14
6220,소시지카레양파빵뚜레쥬르,335,0,13,0,550,6,0,7
6221,미니데니쉬뚜레쥬르,100,0,2,0,80,5,0,2.3
6222,사각후랑크패스트리뚜레쥬르,215,0,4,0,180,11,0,5
6223,감자 베이컨 롤뚜레쥬르,270,0,8,0,330,13,0,9
6224,추억의 사라다 고로케뚜레쥬르,355,0,6,0,380,8,0,6
6225,미니햄치즈롤(봉)뚜레쥬르,555,0,22,0,1370,5,0,8
6226,트윈에그브레드뚜레쥬르,250,0,11,0,410,7,0,5
6227,피자토스트뚜레쥬르,245,0,11,0,510,5,0,4.7
6228,쫄깃한피자빵뚜레쥬르,235,0,7,0,330,7,0,3.7
6229,폭신폭신모닝롤뚜레쥬르,750,0,19,0,980,31,0,18
6230,후랑크패스트리뚜레쥬르,425,0,9,0,350,21,0,10
6231,사르르 초코 생크림 쉬폰뚜레쥬르,1130,0,13,0,320,90,0,37
6232,"4랑해, 나도뚜레쥬르",1920,0,25,0,590,1145,0,63
6233,우리유자 롤케이크뚜레쥬르,370,0,6,0,141,21,0,3.9
6234,볼빨간 사과 생크림뚜레쥬르,1475,0,16,0,580,150,0,37
6235,부드러운 고구마 라떼 케이크뚜레쥬르,2530,0,40,0,620,123,0,94
6236,진한 우유 생크림 케이크 1호뚜레쥬르,1420,0,25,0,570,84,0,47
6237,크레이프 케이크뚜레쥬르,200,0,5,0,50,10,0,4
6238,진한 우유 생크림 케이크 2호뚜레쥬르,1580,0,30,0,710,104,0,48
6239,바닐라 초코 하트뚜레쥬르,255,0,4,0,60,14,0,10
6240,떠먹는 쿠키앤크림 볼뚜레쥬르,245,0,3,0,95,13,0,10
6241,러브 블루베리 케이크뚜레쥬르,250,0,2,0,18,14,0,8
6242,클래식모카케이크뚜레쥬르,280,0,4,0,65,18,0,8
6243,흑당 카스테라뚜레쥬르,1519,0,7,0,100,39,0,0.6
6244,사르르~ 생크림 쉬폰뚜레쥬르,940,0,11,0,260,71,0,31
6245,생크림케이크1호C뚜레쥬르,1535,0,23,0,480,99,0,53
6246,생크림케이크1호A뚜레쥬르,1310,0,16,0,330,79,0,52
6247,생크림케이크2호E뚜레쥬르,2025,0,32,0,680,136,0,66
6248,생크림케이크2호D뚜레쥬르,1960,0,31,0,680,144,0,61
6249,오!해피 복숭아 케이크뚜레쥬르,205,0,3,0,90,18,0,5
6250,유자레몬마카롱뚜레쥬르,95,0,2,0,15,8,0,3
6251,채석장에 간 띠띠뽀와 디젤뚜레쥬르,350,0,5,0,150,22,0,11
6252,브라우니 쿠키샌드뚜레쥬르,266,0,4,0,141,21,0,8
6253,띠띠뽀의 기차마을뚜레쥬르,3095,0,5,0,160,26,0,13
6254,클래식 롤케이크뚜레쥬르,360,0,6,0,250,30,0,7
6255,클래식 딸기잼 롤케이크뚜레쥬르,315,0,6,0,260,28,0,2.1
6256,블루베리 더블크림 롤케이크뚜레쥬르,385,0,6,0,280,28,0,9
6257,그랑드카페모카 롤케이크뚜레쥬르,375,0,6,0,260,28,0,9
6258,더블초코 롤케이크뚜레쥬르,383,0,7,0,141,30,0,3.3
6259,제주첫물녹차 롤케이크뚜레쥬르,365,0,6,0,240,30,0,8
6260,허니월넛 롤케이크뚜레쥬르,390,0,7,0,290,25,0,8
6261,달콤 밤만주뚜레쥬르,171,0,4,0,54,16,0,1.1
6262,우리 유자 카스테라뚜레쥬르,310,0,7,0,102,35,0,0.8
6263,생크림케이크1호B뚜레쥬르,1345,0,21,0,470,90,0,45
6264,생크림케이크1호D뚜레쥬르,1460,0,23,0,480,107,0,47
6265,생크림케이크2호C뚜레쥬르,2155,0,32,0,680,145,0,72
6266,클래식 파운드뚜레쥬르,450,0,6,0,217,25,0,13
6267,호두 파운드뚜레쥬르,484,0,7,0,223,23,0,13
6268,클래식 카스테라뚜레쥬르,306,0,8,0,189,39,0,2.2
6269,제주 첫물녹차 카스테라뚜레쥬르,296,0,8,0,194,36,0,2.2
6270,생크림케이크3호B뚜레쥬르,2570,0,40,0,880,168,0,88
6271,생크림케이크3호C뚜레쥬르,2650,0,41,0,900,195,0,84
6272,초코쉬폰2호B뚜레쥬르,2185,0,26,0,730,167,0,76
6273,그린티쉬폰2호B뚜레쥬르,2115,0,25,0,610,118,0,83
6274,블루베리쉬폰2호B뚜레쥬르,2220,0,25,0,610,142,0,87
6275,초코생크림케이크1호뚜레쥬르,1620,0,21,0,590,133,0,49
6276,초코생크림케이크2호뚜레쥬르,2315,0,31,0,870,190,0,68
6277,블루베리하트케이크뚜레쥬르,1970,0,23,0,300,119,0,72
6278,생크림케이크2호A뚜레쥬르,2000,0,32,0,680,135,0,65
6279,생크림케이크3호A뚜레쥬르,2710,0,42,0,900,183,0,90
6280,초코쉬폰2호A뚜레쥬르,2090,0,26,0,660,123,0,80
6281,그린티쉬폰2호A뚜레쥬르,2045,0,26,0,660,122,0,75
6282,블루베리쉬폰2호A뚜레쥬르,2015,0,25,0,650,168,0,72
6283,초코생크림케이크3호뚜레쥬르,3090,0,42,0,1170,251,0,92
6284,요거딸기생크림케이크뚜레쥬르,1930,0,26,0,670,135,0,60
6285,순매직베리케이크뚜레쥬르,2660,0,32,0,820,99,0,97
6286,순매직딸기케이크뚜레쥬르,2570,0,24,0,410,141,0,116
6287,스윗소원상자뚜레쥬르,1485,0,23,0,450,117,0,40
6288,티라미수 타르트뚜레쥬르,155,0,3,0,95,8,0,4.6
6289,유자 치즈 케이크뚜레쥬르,2315,0,42,0,980,164,0,75
6290,진한 치즈 & 달콤한 고구마 케이크뚜레쥬르,220,0,3,0,100,15,0,8
6291,클라우드 쉬폰뚜레쥬르,260,0,6,0,85,21,0,7
6292,더블초코마카롱뚜레쥬르,110,0,1,0,15,9,0,3.3
6293,솔티드카라멜마카롱뚜레쥬르,105,0,1,0,25,10,0,3.1
6294,행복하면 돼지뚜레쥬르,1630,0,19,0,560,130,0,50
6295,까망쿠키 치즈케이크뚜레쥬르,300,0,4,0,150,17,0,9
6296,쇼콜라갸또(조각)뚜레쥬르,285,0,4,0,210,21,0,9
6297,순우유딸기무스(조각)뚜레쥬르,155,0,1,0,60,10,0,1.2
6298,스트로베리 치즈 스퀘어뚜레쥬르,1555,0,23,0,490,106,0,54
6299,골든애플롤뚜레쥬르,355,0,6,0,220,28,0,6
6300,몽블랑 마카롱뚜레쥬르,85,0,1,0,5,10,0,2.2
6301,티라미수 마카롱뚜레쥬르,100,0,1,0,20,8,0,4.1
6302,수플레치즈타임뚜레쥬르,519,0,27,0,179,48,0,3
6303,즐거운 초코바나나 케이크뚜레쥬르,225,0,2,0,90,16,0,7
6304,초코 골드 레이어 케이크뚜레쥬르,220,0,3,0,60,11,0,8
6305,촉촉한초코타임뚜레쥬르,913,0,12,0,255,96,0,21
6306,행복한 플라워하트 케이크뚜레쥬르,205,0,2,0,60,10,0,8
6307,스윗마들렌(마들렌)뚜레쥬르,72,0,1,0,17,0,0,4
6308,스윗마들렌(레드벨벳마들렌)뚜레쥬르,71,0,1,0,16,0,0,4
6309,스윗마들렌(초코마들렌)뚜레쥬르,72,0,1,0,19,0,0,4
6310,크림치즈타르트뚜레쥬르,190,0,3,0,70,6,0,7
6311,쁘띠 복숭아 케이크뚜레쥬르,350,0,5,0,180,32,0,8
6312,쁘띠 한라봉&오렌지 케이크뚜레쥬르,355,0,5,0,160,31,0,8
6313,오! 해피 한라봉&오렌지 케이크뚜레쥬르,185,0,3,0,75,16,0,4.7
6314,클라우드 스트로베리 치즈케이크뚜레쥬르,315,0,3,0,110,34,0,8
6315,쇼콜라 갸또뚜레쥬르,265,0,3,0,105,15,0,8
6316,트윙클 초코별 케이크뚜레쥬르,270,0,3,0,110,15,0,8
6317,더블 초코 스퀘어뚜레쥬르,240,0,3,0,90,16,0,8
6318,러브 브라우니 초코케이크뚜레쥬르,245,0,3,0,90,14,0,8
6319,고구마 케이크 1호뚜레쥬르,180,0,3,0,50,12,0,6
6320,고구마 케이크 2호뚜레쥬르,180,0,3,0,45,11,0,6
6321,고구마 케이크 3호뚜레쥬르,165,0,3,0,45,11,0,6
6322,엔젤 프레즈 쉬폰뚜레쥬르,385,0,2,0,65,14,0,5
6323,모찌모찌 그린티뚜레쥬르,250,0,3,0,105,13,0,8
6324,마카롱 판타지아뚜레쥬르,225,0,2,0,75,12,0,8
6325,케이크속에순우유 (조각)뚜레쥬르,205,0,3,0,80,15,0,8
6326,쇼콜라더롤라운드케이크뚜레쥬르,295,0,4,0,60,17,0,12
6327,커피향가득한카페티라미수뚜레쥬르,145,0,2,0,60,8,0,5
6328,정말 진한 순치즈 케이크뚜레쥬르,225,0,3,0,130,15,0,10
6329,티라미수롤뚜레쥬르,330,0,6,0,195,23,0,7
6330,곰돌이와함께하는파티케이크뚜레쥬르,225,0,2,0,45,14,0,8
6331,클래식치즈케이크3호뚜레쥬르,190,0,4,0,150,12,0,7
6332,마스카포네티라미수뚜레쥬르,215,0,4,0,25,9,0,6
6333,아이스박스케이크뚜레쥬르,270,0,3,0,115,12,0,12
6334,케이크속에순우유뚜레쥬르,250,0,4,0,90,15,0,10
6335,고구마티라미스를만나다뚜레쥬르,230,0,3,0,65,15,0,9
6336,클래식녹차케이크(대)뚜레쥬르,245,0,3,0,100,13,0,8
6337,사랑을전하는가나슈케익뚜레쥬르,250,0,6,0,120,16,0,7
6338,달콤화이트초코케익3호뚜레쥬르,240,0,3,0,90,12,0,8
6339,순우유딸기무스뚜레쥬르,195,0,3,0,75,17,0,1.7
6340,스위트러브초코뚜레쥬르,230,0,2,0,80,14,0,8
6341,호두파이뚜레쥬르,275,0,6,0,65,15,0,4.4
6342,진한초코케이크뚜레쥬르,185,0,2,0,70,14,0,4.9
6343,생크림케이크5호B뚜레쥬르,195,0,3,0,65,13,0,7
6344,티라미슈B뚜레쥬르,215,0,3,0,75,16,0,7
6345,딸기티라미슈A뚜레쥬르,205,0,3,0,100,15,0,6
6346,클래식치즈케이크1호뚜레쥬르,165,0,4,0,140,10,0,6
6347,생크림케이크 6호B뚜레쥬르,195,0,3,0,65,13,0,6
6348,생크림케이크4호E뚜레쥬르,190,0,3,0,70,14,0,5
6349,"생크림2단케익(5호,3호)뚜레쥬르",220,0,4,0,75,15,0,7
6350,달콤화이트초코케이크5호뚜레쥬르,240,0,4,0,95,23,0,4.8
6351,러브스트로베리케이크뚜레쥬르,235,0,2,0,75,14,0,8
6352,하트앤하트케이크뚜레쥬르,225,0,2,0,65,15,0,8
6353,러브앤초코케이크뚜레쥬르,250,0,3,0,95,15,0,8
6354,로맨틱홀리데이뚜레쥬르,265,0,3,0,90,14,0,8
6355,클래식녹차케이크뚜레쥬르,285,0,3,0,80,14,0,8
6356,달콤밀크초코케익4호뚜레쥬르,225,0,3,0,115,14,0,6
6357,생크림케이크6호A뚜레쥬르,195,0,3,0,65,12,0,7
6358,생크림케이크5호A뚜레쥬르,190,0,3,0,65,14,0,6
6359,생크림케이크4호C뚜레쥬르,195,0,3,0,65,12,0,6
6360,생크림케이크4호A뚜레쥬르,200,0,3,0,70,13,0,6
6361,다크초코스퀘어뚜레쥬르,225,0,3,0,100,16,0,7
6362,우리쌀케익뚜레쥬르,265,0,4,0,95,4,0,8
6363,카페플라워뚜레쥬르,245,0,3,0,655,17,0,7
6364,천사가전하는달콤초코하트케이크뚜레쥬르,225,0,3,0,75,17,0,8
6365,하트를듬뿍담은쇼콜라스퀘어뚜레쥬르,260,0,4,0,130,17,0,7
6366,초코패밀리케익5호뚜레쥬르,275,0,4,0,120,18,0,8
6367,클래식녹차케이크 피스뚜레쥬르,240,0,3,0,105,13,0,8
6368,정말진한초코케이크피스뚜레쥬르,235,0,3,0,90,18,0,7
6369,고구마케이크(조각)뚜레쥬르,315,0,4,0,75,30,0,8
6370,클래식치즈케이크(조각)뚜레쥬르,210,0,5,0,210,14,0,8
6371,초코티라미수(조각)뚜레쥬르,265,0,4,0,170,16,0,11
6372,마스카포네티라미수피스뚜레쥬르,220,0,4,0,25,8,0,7
6373,6호 3단 웨딩케익뚜레쥬르,240,0,3,0,80,13,0,8
6374,디어마이프린세스뚜레쥬르,230,0,3,0,75,13,0,8
6375,6호 3단 화이트케이크뚜레쥬르,255,0,3,0,80,16,0,8
6376,6호2단화이트케이크(다리포함)뚜레쥬르,245,0,3,0,85,13,0,8
6377,6호 2단 화이트케이크뚜레쥬르,245,0,3,0,85,13,0,8
6378,new 6호 3단 화이트케이크(다리포함)뚜레쥬르,260,0,3,0,85,18,0,8
6379,5호 2단 초콜릿 케이크뚜레쥬르,260,0,3,0,110,15,0,8
6380,뚜레쥬르 휭거마드레느뚜레쥬르,60,0,1,0,20,2,0,1.8
6381,바닐라마카롱뚜레쥬르,85,0,1,0,10,9,0,1.5
6382,패션마카롱뚜레쥬르,70,0,1,0,10,8,0,1.1
6383,산딸기마카롱뚜레쥬르,75,0,1,0,10,9,0,1.3
6384,블루베리마카롱뚜레쥬르,70,0,1,0,10,7,0,0.8
6385,녹차마카롱뚜레쥬르,90,0,1,0,10,8,0,2.3
6386,초코마카롱뚜레쥬르,85,0,1,0,10,8,0,2.1
6387,부드럽고촉촉한고구마케이크뚜레쥬르,231,0,5,0,80,22,0,2.2
6388,부드럽고촉촉한치즈케이크뚜레쥬르,245,0,4,0,86,18,0,4.1
6389,미니호두파이뚜레쥬르,490,0,10,0,105,21,0,8
6390,녹차카스테라뚜레쥬르,140,0,3,0,35,18,0,0.8
6391,허니 카스테라뚜레쥬르,140,0,3,0,35,19,0,0.8
6392,부드러운 카스테라뚜레쥬르,320,0,11,0,50,30,0,3.4
6393,베이비슈뚜레쥬르,95,0,1,0,15,4,0,4.4
6394,한컵의부드러움초코쉬폰뚜레쥬르,200,0,4,0,130,17,0,2.2
6395,한컵의부드러움우유쉬폰뚜레쥬르,205,0,4,0,115,15,0,1.9
6396,쁘띠치즈머핀뚜레쥬르,290,0,5,0,80,11,0,8
6397,쁘띠초코머핀뚜레쥬르,260,0,4,0,120,19,0,8
6398,휭거마드레느(낱개)뚜레쥬르,60,0,1,0,20,2,0,1.8
6399,리얼브라우니뚜레쥬르,325,0,5,0,95,28,0,10
6400,떠먹는 쁘띠 티라미수뚜레쥬르,325,0,4,0,70,16,0,15
6401,맛있게 뜯어먹는 순우유 쉬폰뚜레쥬르,200,0,4,0,120,17,0,1.8
6402,BBQ 치킨 치아바타뚜레쥬르,605,0,19,0,700,8,0,11
6403,쉬림프카츠 샌드위치뚜레쥬르,435,0,13,0,690,7,0,1.9
6404,추억의 옛날토스트뚜레쥬르,390,0,11,0,640,13,0,8
6405,프리미엄 매콤 치킨버거뚜레쥬르,480,0,17,0,640,2,0,3.1
6406,통밀 크랜베리치킨 샌드위치뚜레쥬르,290,0,14,0,430,9,0,2.8
6407,단호박 새송이 샌드위치뚜레쥬르,400,0,10,0,480,10,0,3.6
6408,크랜베리치킨패스트리뚜레쥬르,445,0,25,0,680,9,0,12
6409,치즈어니언치킨샌드위치뚜레쥬르,290,0,13,0,510,3,0,5
6410,단호박 호두강정 샌드위치뚜레쥬르,305,0,6,0,310,16,0,2.9
6411,통밀 크랜베리치킨 & 단호박 호두강정 샌드위치뚜레쥬르,295,0,10,0,360,12,0,2.9
6412,단호박 호두강정 & 뉴통밀후레쉬 샌드위치뚜레쥬르,300,0,8,0,430,13,0,3.7
6413,크랜베리치킨 & 아삭햄치즈 패스트리뚜레쥬르,450,0,19,0,730,9,0,14
6414,베이컨에그브리오쉬뚜레쥬르,355,0,14,0,740,7,0,7
6415,스크램블에그브리오쉬뚜레쥬르,285,0,10,0,520,6,0,6
6416,그릴드 떡갈비 샌드위치뚜레쥬르,295,0,12,0,700,4,0,20
6417,브레드 브륄레뚜레쥬르,653,0,16,0,810,52,0,12
6418,햄치즈 토스트뚜레쥬르,595,0,31,0,1230,13,0,11
6419,치킨 클럽 퀘사디아뚜레쥬르,520,0,18,0,1180,14,0,10
6420,치킨텐더 밸런스 랩뚜레쥬르,545,0,16,0,860,4,0,6
6421,담백한 프로슈토 샌드위치뚜레쥬르,400,0,21,0,970,4,0,4
6422,신선한 바질페스토 샌드위치뚜레쥬르,240,0,11,0,340,1,0,4.7
6423,바질치킨 통밀 샌드위치뚜레쥬르,375,0,12,0,500,12,0,4.3
6424,브리치즈 크라상 샌드위치뚜레쥬르,320,0,13,0,630,5,0,8
6425,싱그러운 치킨텐더 그린 랩뚜레쥬르,500,0,19,0,790,5,0,8
6426,바질페스토마요 스프레드뚜레쥬르,185,0,0.7,0,130,0.7,0,3.2
6427,비프 불고기 샌드위치뚜레쥬르,435,0,21,0,880,11,0,3.6
6428,리얼미트 칠리핫도그뚜레쥬르,370,0,14,0,870,8,0,8
6429,몬테 크리스토뚜레쥬르,660,0,20,0,1470,22,0,11
6430,프리미엄 크래미샌드위치뚜레쥬르,510,0,17,0,880,2,0,4.3
6431,로제치킨 밸런스 샌드위치뚜레쥬르,610,0,23,0,1220,14,0,7
6432,상큼발랄 밸런스 박스뚜레쥬르,265,0,9,0,490,15,0,3.8
6433,에그쉬림프 샌드위치뚜레쥬르,485,0,17,0,850,12,0,7
6434,NEW 시그니쳐샌드위치뚜레쥬르,625,0,25,0,910,21,0,11
6435,맛살 프레쉬 샌드위치뚜레쥬르,475,0,12,0,780,8,0,6
6436,감자&맛살 2 IN 1뚜레쥬르,530,0,11,0,760,7,0,6
6437,B.E.L.T 샌드위치뚜레쥬르,385,0,15,0,670,7,0,3.4
6438,햄&포테이토샐러드 샌드위치뚜레쥬르,735,0,23,0,1120,13,0,10
6439,에그& 감자 사라다 샌드위치뚜레쥬르,330,0,11,0,560,12,0,4.5
6440,통밀 후레쉬 샌드위치뚜레쥬르,455,0,19,0,810,12,0,7
6441,함박미니버거샌드위치뚜레쥬르,270,0,12,0,500,6,0,8
6442,햄치즈&에그샐러드샌드위치뚜레쥬르,450,0,21,0,1100,9,0,8
6443,TLJ치킨클럽샌드위치뚜레쥬르,745,0,23,0,1340,9,0,14
6444,손보다 빅버거뚜레쥬르,700,0,24,0,1700,19,0,8
6445,바베큐 치킨마요 롤피자뚜레쥬르,575,0,17,0,1170,24,0,8
6446,치즈가득크로크무슈뚜레쥬르,400,0,18,0,800,3,0,9
6447,핫 오믈렛 라이스머핀뚜레쥬르,280,0,16,0,800,0.7,0,3
6448,든든한 모닝에그토스트뚜레쥬르,280,0,12,0,500,4,0,4.7
6449,어니언 햄 & 치즈 베이글 샌드위치뚜레쥬르,550,0,23,0,960,18,0,10
6450,베이컨 크랜베리치킨 샐러드뚜레쥬르,325,0,21,0,520,6,0,5
6451,단호박 리코타 과일 샐러드뚜레쥬르,390,0,6,0,340,23,0,5
6452,치킨시저샐러드뚜레쥬르,445,0,33,0,820,0,0,7
6453,흔들어먹는 쉑쉑 타코 샐러드뚜레쥬르,370,0,9,0,540,5,0,6
6454,흔들어먹는 쉑쉑 롤치즈 샐러드뚜레쥬르,210,0,9,0,630,2,0,4
6455,리코타 & 상큼 과일 샐러드뚜레쥬르,380,0,7,0,390,15,0,6
6456,치킨 텐더 샐러드뚜레쥬르,545,0,18,0,790,12,0,10
6457,에너지 밸런스 박스뚜레쥬르,405,0,13,0,870,17,0,3.7
6458,밸런스 박스뚜레쥬르,380,0,12,0,690,10,0,7
6459,상큼과일치킨샐러드뚜레쥬르,225,0,8,0,420,13,0,5
6460,콥 샐러드뚜레쥬르,470,0,18,0,680,2,0,9
6461,하루한컵 비타민뚜레쥬르,75,0,1,0,15,11,0,0
6462,모닝죽_단팥뚜레쥬르,135,0,3,0,200,7,0,0
6463,모닝죽_단호박뚜레쥬르,75,0,1,0,130,10,0,0
6464,아메리카노뚜레쥬르,10,0,0.7,0,0,0.7,0,0
6465,카페라떼뚜레쥬르,180,0,5,0,150,12,0,7
6466,딸기 스무디뚜레쥬르,285,0,1,0,60,61,0,0
6467,망고 스무디뚜레쥬르,230,0,0.7,0,35,51,0,0
6468,카라멜 마끼아또뚜레쥬르,235,0,6,0,140,30,0,6
6469,캐모마일뚜레쥬르,0,0,0,0,5,0,0,0
6470,복숭아 자두스무디뚜레쥬르,245,0,1,0,5,55,0,0
6471,페퍼민트뚜레쥬르,5,0,0,0,0,0,0,0
6472,아이스 카페라떼뚜레쥬르,110,0,4,0,105,7,0,4.6
6473,아이스 아메리카노뚜레쥬르,10,0,0,0,25,0,0,0
6474,카푸치노뚜레쥬르,120,0,6,0,105,8,0,4.5
6475,아이스 카라멜 마끼아또뚜레쥬르,200,0,5,0,110,29,0,4.3
6476,카페모카뚜레쥬르,335,0,9,0,130,22,0,10
6477,아이스 카페모카뚜레쥬르,230,0,7,0,240,16,0,5
6478,바닐라라떼뚜레쥬르,240,0,7,0,130,32,0,5
6479,아이스 바닐라라떼뚜레쥬르,190,0,5,0,90,28,0,4.1
6480,자몽에이드뚜레쥬르,180,0,1,0,55,39,0,0.1
6481,레몬에이드뚜레쥬르,220,0,0.7,0,30,49,0,0
6482,아이스 그린티 라떼뚜레쥬르,185,0,8,0,90,22,0,2.8
6483,로얄 밀크티 라떼뚜레쥬르,250,0,8,0,150,27,0,7
6484,아이스 로얄 밀크티 라떼뚜레쥬르,170,0,3,0,70,24,0,2.9
6485,유자레몬티뚜레쥬르,240,0,0,0,35,55,0,0
6486,핫초코뚜레쥬르,360,0,10,0,340,36,0,12
6487,아이스 초코뚜레쥬르,250,0,6,0,290,28,0,7
6488,그린티 라떼뚜레쥬르,300,0,8,0,45,45,0,6
6489,자몽티뚜레쥬르,160,0,0,0,25,37,0,0
6490,복숭아 아이스티뚜레쥬르,135,0,0,0,20,29,0,0
6491,캐모마일 티뚜레쥬르,0,0,0,0,5,0,0,0
6492,페퍼민트 티뚜레쥬르,5,0,0,0,0,0,0,0
6493,잉글리쉬블랙퍼스트 티뚜레쥬르,0,0,0,0,5,0,0,0
6494,뚜레쥬르 바닐라뚜레쥬르,221,0,3,0,60,22,0,9
6495,뚜레쥬르 스트로베리뚜레쥬르,198,0,3,0,50,17,0,7
6496,뚜레쥬르 그린티뚜레쥬르,225,0,3,0,60,22,0,9
6497,요거트 웨이퍼샌드뚜레쥬르,166,0,2,0,52,13,0,4
6498,라즈베리 웨이퍼샌드뚜레쥬르,175,0,2,0,50,13,0,4
6499,통단팥 국화모니카뚜레쥬르,102,0,2,0,40,5,0,0.1
6500,녹차웨이퍼샌드뚜레쥬르,41,0,0.4,0,4,4,0,0.8
6501,양갱세트(뚜레쥬르팥맛영양갱)뚜레쥬르,130,0,2,0,10,4,0,0
6502,양갱세트(뚜레쥬르고구마맛영양갱)뚜레쥬르,125,0,1,0,15,6,0,0.1
6503,양갱세트(뚜레쥬르밤맛영양갱)뚜레쥬르,125,0,1,0,15,8,0,0
