NO,Name,N1,N2,N3,N4,N5,N6,N7,N8
1253,스트로베리 스무디크리스피크림도넛,272,0,1,0,5,65,0,0
1254,아메리카노S크리스피크림도넛,12,0,1,0,0,0,0,0
1255,아메리카노M크리스피크림도넛,23,0,3,0,0,0,0,0
1256,아이스아메리카노S크리스피크림도넛,12,0,1,0,0,0,0,0
1257,아이스아메리카노M크리스피크림도넛,23,0,3,0,0,0,0,0
1258,아이스아메리카노L크리스피크림도넛,35,0,4,0,0,0,0,0
1259,아이스아메리카노 XL크리스피크림도넛,46,0,5,0,0,0,0,0
1260,스팀우유크리스피크림도넛,169,0,8,0,140,0,0,6
1261,우유크리스피크림도넛,205,0,10,0,170,0,0,8
1262,라떼S크리스피크림도넛,167,0,9,0,130,0,0,6
1263,라떼M크리스피크림도넛,226,0,12,0,170,0,0,8
1264,아이스라떼S크리스피크림도넛,93,0,5,0,70,0,0,3.1
1265,아이스라떼M크리스피크림도넛,131,0,8,0,90,0,0,4.1
1266,아이스라떼L크리스피크림도넛,197,0,12,0,140,0,0,6
1267,아이스라떼 XL크리스피크림도넛,290,0,17,0,200,0,0,9
1268,바닐라라떼S크리스피크림도넛,269,0,9,0,210,21,0,7
1269,바닐라라떼M크리스피크림도넛,382,0,13,0,290,31,0,10
1270,아이스 바닐라라떼S크리스피크림도넛,201,0,6,0,150,21,0,4.8
1271,아이스 바닐라라떼M크리스피크림도넛,300,0,9,0,230,31,0,7
1272,카푸치노S크리스피크림도넛,154,0,8,0,120,0,0,5
1273,카푸치노M크리스피크림도넛,226,0,12,0,170,0,0,8
1274,아이스 카푸치노S크리스피크림도넛,80,0,5,0,55,0,0,2.6
1275,아이스 카푸치노M크리스피크림도넛,111,0,7,0,75,0,0,3.3
1276,모카S크리스피크림도넛,312,0,10,0,140,7,0,13
1277,모카M크리스피크림도넛,427,0,14,0,180,9,0,17
1278,아이스모카S크리스피크림도넛,244,0,6,0,80,7,0,10
1279,아이스모카M크리스피크림도넛,339,0,9,0,110,9,0,13
1280,드립커피S크리스피크림도넛,15,0,2,0,35,0,0,0
1281,드립커피M크리스피크림도넛,19,0,3,0,40,0,0,0
1282,아이스드립커피S크리스피크림도넛,8,0,1,0,15,0,0,0
1283,아이스드립커피M크리스피크림도넛,10,0,2,0,20,0,0,0
1284,아이스드립커피L크리스피크림도넛,14,0,2,0,35,0,0,0
1285,아이스드립커피XL크리스피크림도넛,22,0,4,0,50,0,0,0
1286,카라멜 마끼아또S크리스피크림도넛,232,0,8,0,115,20,0,5
1287,카라멜 마끼아또M크리스피크림도넛,315,0,11,0,150,27,0,7
1288,순수우유 딸기 쉐이크크리스피크림도넛,581,0,9,0,110,36,0,10
1289,순수우유 쉐이크크리스피크림도넛,561,0,9,0,110,33,0,10
1290,순수우유 소프트콘크리스피크림도넛,351,0,7,0,35,24,0,13
1291,순수우유 초코콘크리스피크림도넛,432,0,7,0,35,31,0,17
1292,쿠앤크 쉐이크크리스피크림도넛,703,0,11,0,340,70,0,20
1293,크리스피 아이스크림 콘크리스피크림도넛,284,0,5,0,65,39,0,5
1294,스트로베리 쉐이크크리스피크림도넛,466,0,9,0,160,61,0,10
1295,밀크쉐이크크리스피크림도넛,314,0,7,0,35,50,0,13
1296,바삭 콘 라떼요거프레소,412,0,6.2,0,208,34,0,9
1297,바삭 콘 프라페요거프레소,454,0,7,0,230,40,0,9
1298,피넛 버터 라떼요거프레소,387,0,6,0,243,40,0,15
1299,피넛 버터 초코 라떼요거프레소,388,0,7,0,222,43,0,14
1300,피넛 버터 카페 라떼요거프레소,387,0,6,0,243,40,0,15
1301,피넛 버터 프라페요거프레소,368,0,4,0,221,40,0,14
1302,피넛 버터 초코 프라페요거프레소,370,0,4,0,200,43,0,12
1303,피넛 버터 카페 프라페요거프레소,368,0,4,0,221,40,0,14
1304,아메리카노요거프레소,0.2,0,0,0,1,0,0,0
1305,아이스 아메리카노요거프레소,0.2,0,0,0,1,0,0,0
1306,카페라떼요거프레소,132,0,5,0,102,7,0,4
1307,아이스 카페라떼요거프레소,115,0,5,0,97,8,0,4
1308,카푸치노요거프레소,112,0,5,0,101,5,0,5
1309,아이스 카푸치노요거프레소,67,0,4,0,51,4,0,3
1310,바닐라 라떼요거프레소,201,0,6,0,101,23,0,4
1311,아이스 바닐라 라떼요거프레소,148,0,0,0,76,22,0,3
1312,카라멜 마끼아또요거프레소,218,0,5,0,124,4,0,4
1313,아이스 카라멜 마끼아또요거프레소,162,0,4,0,128,5,0,3
1314,민트모카 라떼요거프레소,302,0,6,0,111,17,0,9
1315,아이스 민트모카 라떼요거프레소,238,0,4,0,82,16,0,7
1316,콜드브루요거프레소,3,0,0,0,1,0,0,0
1317,콜드브루 라떼요거프레소,78,0,4,0,63,6,0,3
1318,콜드브루 마끼아또요거프레소,195,0,5,0,136,20,0,3
1319,니트로 콜드브루요거프레소,3,0,0,0,1,0,0,0
1320,메론 치즈 프라페요거프레소,687,0,19,0,418,38,0,17
1321,요거트 요프치노요거프레소,289,0,4,0,63,54,0,3
1322,모카 요프치노요거프레소,159,0,3,0,65,22,0,3
1323,쿠앤크 요프치노요거프레소,389,0,5,0,222,32,0,14
1324,민트초코칩 요프치노요거프레소,349,0,4,0,80,24,0,14
1325,코코넛 카페 요프치노요거프레소,253,0,8,0,72,48,0,2
1326,순수 치즈 프라페요거프레소,456,0,8,0,418,30,0,16
1327,그린티 치즈 프라페요거프레소,471,0,8,0,340,46,0,14
1328,스트로베리 치즈프라페요거프레소,511,0,8,0,339,43,0,13
1329,블루베리 치즈프라페요거프레소,509,0,7,0,323,42,0,13
1330,화이트 핫초코요거프레소,255,0,6.6,0,285,36,0,5
1331,핫초코요거프레소,279,0,7.2,0,275.6,40,0,5
1332,초코 라떼요거프레소,321,0,10,0,185,39,0,7
1333,아이스 초코라떼요거프레소,219,0,6,0,128,26,0,5
1334,그린티 라떼요거프레소,334,0,9,0,148,50,0,6
1335,아이스 그린티 라떼요거프레소,238,0,6,0,101,35,0,5
1336,밀크티라떼요거프레소,323,0,9,0,132,39,0,7
1337,아이스 밀크티라떼요거프레소,238,0,6,0,99,29,0,5
1338,고구마 라떼 요거프레소,259,0,5,0,78,23,0,3
1339,아이스 고구마라떼요거프레소,193,0,5,0,78,16,0,3
1340,블랙빈 라떼요거프레소,302,0,9,0,139,30,0,7
1341,아이스 블랙빈 라떼요거프레소,239,0,9,0,98,26,0,5
1342,리얼 홍시라떼요거프레소,347,0,3,0,57,5,0,2
1343,순수 딸기 우유요거프레소,268,0,5,0,78,12,0,3
1344,순수 딸기 바나나 우유요거프레소,241,0,5,0,75,10,0,3
1345,순수 망고 바나나 우유요거프레소,262,0,5,0,75,18,0,3
1346,자몽 스파클링 에이드요거프레소,101,0,0,0,32,23,0,0
1347,오렌지 스파클링 에이드요거프레소,117,0,0.3,0,8,11,0,0
1348,레몬 스파클링 에이드요거프레소,132,0,0,0,2,13,0,0
1349,리얼 홍시주스요거프레소,416,0,0.5,0,11.7,0,0,0
1350,딸기 생과일주스요거프레소,98,0,1,0,2,6,0,0
1351,키위 생과일주스요거프레소,189,0,1,0,7,0,0,0
1352,바나나 생과일 주스요거프레소,212,0,4,0,39,3,0,2
1353,토마토 생과일주스요거프레소,79,0,1,0,21,0,0,0
1354,흑당 시나몬 버블티요거프레소,353,0,6,0,107,51,0,4
1355,흑당 쇼콜라 버블티요거프레소,301,0,4,0,88,46,0,3
1356,흑당 말차 버블티요거프레소,389,0,9,0,88,63,0,3
1357,흑당 카페 버블티요거프레소,288,0,4.7,0,88.7,36,0,3.5
1358,흑당 홍차 버블티요거프레소,344,0,4.7,0,55.3,49,0,2.1
1359,흑당 버블티요거프레소,315,0,5.3,0,99.3,40,0,3.9
1360,아이스 상그리아 유자 티요거프레소,164,0,0.2,0,5.8,17,0,0
1361,상그리아 유자 티요거프레소,164,0,0.2,0,5.8,17,0,0
1362,아이스 상그리아 티요거프레소,159,0,0.08,0,1.02,34,0,0
1363,상그리아 티요거프레소,159,0,0.08,0,1.02,34,0,0
1364,자몽 티요거프레소,144,0,1,0,13,21,0,0
1365,유자 티요거프레소,67,0,0,0,21,15,0,0
1366,레몬 티요거프레소,147,0,1,0,25,23,0,0
1367,페퍼민트요거프레소,1,0,0,0,2,0,0,0
1368,베리마테요거프레소,2,0,0,0,5,1,0,0
1369,루이보스 레몬프레쉬요거프레소,2,0,0,0,5,0,0,0
1370,그린티요거프레소,1,0,0,0,2,0,0,0
1371,잉글리쉬 브렉퍼스트요거프레소,2,0,0,0,15,0,0,0
1372,캐모마일요거프레소,1,0,0,0,2,0,0,0
1373,메리마카롱 초코요거프레소,591,0,8,0,375.8,56,0,12.6
1374,메리마카롱 딸기요거프레소,528,0,8.1,0,143.8,43,0,11.9
1375,메리마카롱 피스타치오요거프레소,399,0,11.8,0,72.87,20,0,10.3
1376,메리마카롱 카라멜요거프레소,713,0,9.3,0,176.07,713,0,18.79
1377,메리메론요거프레소,589,0,23,0,138,19,0,12
1378,메리딸기요거프레소,385,0,5,0,93,64,0,10
1379,메리치즈요거프레소,531,0,8,0,211,63,0,16
1380,메리초코요거프레소,589,0,8,0,280,72,0,14
1381,메리트리요거프레소,558,0,12,0,149,87,0,12
1382,메리뉴욕요거프레소,654,0,15,0,181,88,0,14
1383,메리망고요거프레소,419,0,5,0,81,65,0,10
1384,메리베리요거프레소,398,0,5,0,79,63,0,0
1385,플레인(콘)요거프레소,220,0,3,0,54,49,0,4
1386,플레인(컵)요거프레소,201,0,2,0,53,44,0,3
1387,스트로베리요거프레소,213,0,3,0,51,47,0,63
1388,망고요거프레소,208,0,3,0,50,44,0,3
1389,블루베리요거프레소,204,0,2,0,51,44,0,3
1390,스트로베리 치즈요거프레소,288,0,4,0,66,47,0,5
1391,블루베리 치즈요거프레소,278,0,4,0,62,47,0,5
1392,초코슈요거프레소,435,0,5,0,124,58,0,12
1393,바닐라슈요거프레소,423,0,5,0,130,56,0,13
1394,플레인 요거트 쉐이크요거프레소,416,0,7.4,0,137.4,15,0,15
1395,딸기 요거트 쉐이크요거프레소,481,0,4.9,0,111,42,0,16
1396,망고 요거트 쉐이크요거프레소,484,0,4.9,0,89,40,0,16
1397,블루베리 요거트 쉐이크요거프레소,478,0,4.2,0,89,41,0,16
1398,메론 요거트 스무디요거프레소,291,0,12,0,98,12,0,6
1399,복숭아 요거트 스무디요거프레소,378,0,6,0,98,78,0,6
1400,딸기 요거트 스무디요거프레소,375,0,6,0,118,41,0,6
1401,망고 요거트 스무디요거프레소,380,0,6,0,96,75,0,6
1402,블루베리 요거트 스무디요거프레소,370,0,5,0,97,75,0,6
1403,순수 딸기 요거트요거프레소,233,0,6,0,94,38,0,1
1404,순수 딸기 바나나 요거트요거프레소,243,0,6,0,91,36,0,5
1405,순수 망고 바나나 요거트요거프레소,261,0,6,0,92,34,0,5
1406,슈 앤 딸기 스무디요거프레소,550,0,13,0,157,69,0,2
1407,슈 앤 망고 스무디요거프레소,556,0,13,0,164,66,0,2
1408,플레인 밀크 아이스크림 (콘)요거프레소,156,0,5,0,55.3,16,0,2
1409,플레인 밀크 아이스크림 (컵)요거프레소,94.6,0,3.4,0,52.8,11.5,0,1.9
1410,티라미수 밀크 아이스크림요거프레소,120.5,0,3,0,53,11,0,2
1411,밀크 아포가토요거프레소,110,0,4,0,61,13.4,0,2.2
1412,플레인 밀크 쉐이크요거프레소,349,0,10,0,127,50,0,4
1413,피넛 밀크 쉐이크요거프레소,334,0,6,0,227,40,0,10
1414,쿠키 밀크 쉐이크요거프레소,413,0,11,0,232,48,0,7
1415,초콜릿 밀크 쉐이크요거프레소,462,0,9,0,248,60,0,10
1416,말차 밀크 프라페요거프레소,370,0,7,0,109,69,0,4
1417,블랙빈 밀크프라페요거프레소,348,0,3,0,100,50,0,4
1418,오곡 밀크 프라페요거프레소,348,0,10,0,143,40,0,4
1419,에스프레소 밀크 프라페요거프레소,71,0,3,0,39,9,0,1
1420,망고 마카롱요거프레소,40,0,0.4,0,4,4,0,0.9
1421,초코 마카롱요거프레소,40,0,0.4,0,4,4,0,0.9
1422,딸기 마카롱요거프레소,40,0,0.4,0,4,4,0,0.9
1423,피스타치오 마카롱요거프레소,40,0,0.4,0,4,4,0,0.9
1424,카라멜 마카롱요거프레소,40,0,0.4,0,4,4,0,0.9
1425,딸기 생크림 카스테라요거프레소,609,0,10,0,222,46,0,17
1426,메론 생크림 카스테라요거프레소,654,0,8,0,184,26,0,28
1427,플레인 카스테라요거프레소,523,0,9,0,215,43,0,11
1428,콘 어니언 핫도그요거프레소,376,0,17,0,651,11,0,4
1429,칠리앤치즈 핫도그요거프레소,398,0,19,0,749,11,0,6
1430,쿠앤크 치즈케이크요거프레소,453,0,8,0,244,28,0,14
1431,프렌치 초콜릿 케이크요거프레소,395,0,8,0,109,27,0,12
1432,마스카포네 티라미수요거프레소,363,0,6,0,117,27,0,13
1433,아메리칸 치즈케이크요거프레소,544,0,9,0,403,28,0,23
1434,딸기 생크림 오믈렛요거프레소,73,0,1,0,10,3,0,2
1435,딸기 초코 생크림 오믈렛요거프레소,88,0,1,0,28,4,0,0.2
1436,초코 생크림 오믈렛요거프레소,37,0,1,0,23,2,0,0.2
1437,순수 요거트 오믈렛요거프레소,32,0,1,0,10,2,0,2
1438,청포도 생크림 오믈렛요거프레소,72,0,1,0,11,3,0,2
1439,블루베리 생크림 오믈렛요거프레소,65,0,1,0,11,2,0,2
1440,생크림 딸기 와플요거프레소,370,0,6,0,150,14,0,19
1441,생크림 딸기 망고 와플요거프레소,382,0,6,0,154,16,0,19
1442,생크림 망고 와플요거프레소,395,0,6,0,155,18,0,19
1443,생크림 와플요거프레소,338,0,5,0,155,11,0,19
1444,생크림 딸기 토스트요거프레소,720,0,17,0,902,13,0,17
1445,생크림 망고 토스트요거프레소,728,0,17,0,902,14,0,17
1446,아이스 바닐라 슈요거프레소,374,0,4,0,138,8,0,17
1447,아이스 초코 슈요거프레소,410,0,4,0,130,11,0,15
1448,허니볼요거프레소,553,0,12,0,851,9,0,0
1449,플레인 베이글요거프레소,317,0,12,0,470,12,0,2
1450,블루베리 베이글요거프레소,346,0,12,0,355,18,0,2
1451,어니언 베이글요거프레소,329,0,11,0,470,15,0,2
1452,갈릭치즈브래드요거프레소,914,0,0,0,1239,8,0,13
1453,허니브래드요거프레소,858,0,17,0,944,20,0,21
1454,딸기&초코 메리 스노우 빙수요거프레소,590,0,11.3,0,385,56,0,9.3
1455,딸기&피스타치오 메리 스노우 빙수요거프레소,620,0,7.9,0,251,67,0,10.7
1456,생딸기 스노우빙수요거프레소,553,0,7,0,188,46,0,8
1457,홍시 스노우 빙수요거프레소,182,0,9,0,182,31,0,7
1458,트리플 초코 스노우 빙수요거프레소,587,0,10,0,454,61,0,9
1459,콩고물 스노우 빙수요거프레소,577,0,20,0,265,50,0,8
1460,트리플 치즈 스노우 빙수요거프레소,757,0,28,0,350,49,0,16
1461,망고&치즈 스노우 빙수요거프레소,683,0,8,0,226,72,0,9
1462,딸기&치즈 스노우 빙수요거프레소,678,0,9,0,231,59,0,9
1463,더블 그린티 스노우 빙수요거프레소,890,0,19,0,298,79,0,23
1464,딸기&망고 요거트 빙수요거프레소,659,0,9,0,142,67,0,5
1465,베리&베리 요거트 빙수요거프레소,638,0,9,0,141,76,0,5
1466,피치&망고 요거트 빙수요거프레소,691,0,10,0,143,65,0,6
1467,치즈 요거트 빙수요거프레소,898,0,50,0,254,70,0,6
1468,옛날 팥빙수요거프레소,905,0,25,0,371,80,0,2
1469,아메리카노(HOT) R카페베네,14,0,1,0,0,0,0,0.1
1470,아메리카노(HOT) L카페베네,48,0,2,0,0,0,0,0.1
1471,아메리카노(HOT) V카페베네,17,0,1,0,0,0,0,0
1472,아메리카노(ICED) R카페베네,13,0,1,0,0,0,0,0.1
1473,아메리카노(ICED) L카페베네,17,0,1,0,0,0,0,0.1
1474,아메리카노(ICED) V카페베네,17,0,1,0,0,0,0,0
1475,에스프레소카페베네,11,0,1,0,0,0,0,0
1476,아포가또(크림치즈)카페베네,281,0,5,0,0,18,0,6.3
1477,아포가또(그린티)카페베네,258,0,5,0,0,20,0,4.5
1478,아포가또(바닐라)카페베네,252,0,5,0,0,14,0,5.1
1479,카라멜마끼아또(HOT) R카페베네,194,0,7,0,0,17,0,6.4
1480,카라멜마끼아또(HOT) L카페베네,278,0,11,0,0,25,0,8.8
1481,카라멜마끼아또(HOT) V카페베네,415,0,11,0,0,48,0,10.4
1482,카라멜마끼아또(ICED) R카페베네,250,0,8,0,0,18,0,6.3
1483,카라멜마끼아또(ICED) L카페베네,325,0,11,0,0,23,0,8.2
1484,카라멜마끼아또(ICED) V카페베네,403,0,8,0,0,45,0,6.2
1485,카페모카(HOT) R카페베네,258,0,8,0,0,20,0,6.8
1486,카페모카(HOT) L카페베네,342,0,11,0,0,26,0,9
1487,카페모카(HOT) V카페베네,427,0,13,0,0,53,0,9.2
1488,카페모카(ICED) R카페베네,227,0,6,0,0,17,0,4.3
1489,카페모카(ICED) L카페베네,275,0,7,0,0,20,0,5.2
1490,카페모카(ICED) V카페베네,421,0,8,0,0,48,0,6.1
1491,화이트모카(HOT) R카페베네,266,0,9,0,0,21,0,6.4
1492,화이트모카(HOT) L카페베네,343,0,12,0,0,27,0,8.2
1493,화이트모카(HOT) V카페베네,425,0,14,0,0,42,0,9.7
1494,화이트모카(ICED) R카페베네,211,0,6,0,0,18,0,4
1495,화이트모카(ICED) L카페베네,260,0,8,0,0,22,0,5
1496,화이트모카(ICED) V카페베네,298,0,9,0,0,43,0,5.8
1497,바닐라라떼(HOT) R카페베네,224,0,7,0,0,21,0,7.3
1498,바닐라라떼(HOT) L카페베네,275,0,9,0,0,26,0,9
1499,바닐라라떼(HOT) V카페베네,376,0,12,0,0,45,0,8.3
1500,바닐라라떼(ICED) R카페베네,182,0,5,0,0,18,0,5.2
1501,바닐라라떼(ICED) L카페베네,233,0,7,0,0,23,0,6.6
1502,바닐라라떼(ICED) V카페베네,295,0,8,0,0,42,0,6.1
1503,카페라떼(HOT) R카페베네,166,0,8,0,0,10,0,6.2
1504,카페라떼(HOT) L카페베네,219,0,10,0,0,13,0,8.2
1505,카페라떼(HOT) V카페베네,238,0,12,0,0,14,0,6.7
1506,카페라떼(ICED) R카페베네,87,0,6,0,0,6,0,0.8
1507,카페라떼(ICED) L카페베네,112,0,7,0,0,8,0,1.1
1508,카페라떼(ICED) V카페베네,176,0,8,0,0,7,0,5.1
1509,카푸치노 R카페베네,78,0,5,0,0,4,0,0.4
1510,카푸치노 L카페베네,91,0,6,0,0,5,0,0.4
1511,카푸치노 V카페베네,212,0,10,0,0,13,0,6.8
1512,흑당 아인슈페너 (HOT)카페베네,224,0,2,0,0,25,0,8.5
1513,흑당 아인슈페너 (ICED)카페베네,217,0,2,0,0,23,0,9.1
1514,흑당 아인슈페너 라떼(HOT)카페베네,349,0,7,0,0,38,0,11
1515,흑당 아인슈페너 라떼(ICED)카페베네,342,0,6,0,0,38,0,12
1516,콜드브루R카페베네,16,0,1,0,0,0,0,0
1517,콜드브루L카페베네,16,0,1,0,0,0,0,0
1518,콜드브루 라떼R카페베네,113,0,6,0,0,7,0,4
1519,콜드브루 라떼L카페베네,137,0,7,0,0,9,0,4
1520,콜드브루 카라멜마끼아또R카페베네,167,0,5,0,0,24,0,2
1521,콜드브루 카라멜마끼아또L카페베네,200,0,5,0,0,29,0,3
1522,콜드브루 헤이즐넛 라떼R카페베네,157,0,5,0,0,22,0,3.3
1523,콜드브루 헤이즐넛 라떼L카페베네,196,0,7,0,0,28,0,4.1
1524,콜드브루 바닐라 젤라또 라떼카페베네,252,0,5,0,0,36,0,5.7
1525,니트로콜드브루카페베네,21,0,1,0,0,0,0,0
1526,오곡라떼(HOT) R카페베네,300,0,12,0,0,13,0,7.3
1527,오곡라떼(HOT) L카페베네,375,0,15,0,0,16,0,9.1
1528,오곡라떼(ICED) R카페베네,192,0,8,0,0,9,0,4.7
1529,오곡라떼(ICED) L카페베네,242,0,10,0,0,11,0,5.9
1530,그린티라떼(HOT) R카페베네,295,0,10,0,0,27,0,8
1531,그린티라떼(HOT) L카페베네,357,0,12,0,0,33,0,9.7
1532,그린티라떼(ICED) R카페베네,233,0,7,0,0,21,0,6.1
1533,그린티라떼(ICED) L카페베네,284,0,8,0,0,26,0,7.4
1534,차이티라떼(HOT) R카페베네,317,0,10,0,0,32,0,6.4
1535,차이티라떼(HOT) L카페베네,394,0,13,0,0,37,0,8.3
1536,차이티라떼(ICED) R카페베네,196,0,5,0,0,22,0,5.1
1537,차이티라떼(ICED) L카페베네,251,0,6,0,0,30,0,6.5
1538,리얼초콜릿라떼(HOT) R카페베네,352,0,10,0,0,28,0,12.8
1539,리얼초콜릿라떼(HOT) L카페베네,441,0,12,0,0,35,0,16
1540,리얼초콜릿라떼(ICED) R카페베네,277,0,7,0,0,23,0,10.4
1541,리얼초콜릿라떼(ICED) L카페베네,346,0,8,0,0,28,0,13
1542,고구마라떼(HOT) R카페베네,266,0,9,0,0,19,0,7.7
1543,고구마라떼(HOT) L카페베네,366,0,12,0,0,26,0,10.6
1544,고구마라떼(ICED) R카페베네,227,0,7,0,0,19,0,7.1
1545,고구마라떼(ICED) L카페베네,277,0,8,0,0,23,0,8.6
1546,피스타치오라떼(HOT) R카페베네,307,0,2,0,0,34,0,6.2
1547,피스타치오라떼(HOT) L카페베네,384,0,2,0,0,42,0,7.7
1548,피스타치오라떼(ICED) R카페베네,190,0,1,0,0,20,0,4.3
1549,피스타치오라떼(ICED) L카페베네,238,0,1,0,0,25,0,5.4
1550,바밤 라떼(HOT)카페베네,502,0,8.8,0,0,45,0,10.8
1551,바밤 라떼(ICED)카페베네,466,0,6.1,0,0,43,0,10.2
1552,플랫 화이트(HOT)카페베네,144,0,7,0,0,9,0,4
1553,플레어 연유 라떼(HOT)카페베네,366,0,13,0,0,40,0,8
1554,플레어 연유 라떼(ICED)카페베네,313,0,11,0,0,41,0,6
1555,플레어 시나몬 라떼(HOT)카페베네,359,0,14,0,0,48,0,6
1556,우유(ICED) R카페베네,147,0,6,0,0,11,0,5.3
1557,우유(ICED) L카페베네,175,0,8,0,0,13,0,6.3
1558,밀크버블티카페베네,235,0,6,0,0,33,0,2.4
1559,타로버블티카페베네,338,0,5,0,0,2,0,7.1
1560,콜드브루프라페노 R카페베네,236,0,3,0,0,38,0,3.1
1561,콜드브루프라페노L카페베네,294,0,4,0,0,47,0,3.8
1562,콜드브루카라멜프라페노R카페베네,269,0,3,0,0,46,0,2.8
1563,콜드브루카라멜프라페노L카페베네,336,0,4,0,0,57,0,3.6
1564,콜드브루 화이트 모카프라페노R카페베네,257,0,4,0,0,44,0,1.8
1565,콜드브루 화이트 모카프라페노L카페베네,321,0,5,0,0,54,0,2.3
1566,콜드브루 모카프라페노R카페베네,271,0,4,0,0,46,0,1.7
1567,콜드브루 모카프라페노L카페베네,339,0,5,0,0,58,0,2.1
1568,그린티 프라페노R카페베네,347,0,5,0,0,51,0,9.1
1569,그린티 프라페노L카페베네,403,0,6,0,0,64,0,6.7
1570,초코칩 프라페노R카페베네,411,0,9,0,0,45,0,12.8
1571,초코칩 프라페노L카페베네,513,0,11,0,0,57,0,16
1572,플레인요거트스무디R카페베네,278,0,6,0,0,46,0,1.4
1573,플레인요거트스무디L카페베네,348,0,8,0,0,58,0,2.1
1574,딸기요거트스무디R카페베네,241,0,4,0,0,36,0,4.1
1575,딸기요거트스무디L카페베네,306,0,5,0,0,46,0,5.1
1576,블루베리요거트스무디R카페베네,243,0,3,0,0,39,0,3.2
1577,블루베리요거트스무디L카페베네,342,0,4,0,0,56,0,4.5
1578,그린티카페베네,6,0,1,0,0,0,0,0
1579,블랙티(잉글리쉬블랙퍼스트)카페베네,6,0,0,0,0,0,0,0
1580,블랙티(얼그레이)카페베네,5,0,0,0,0,0,0,0
1581,허브티(민트)카페베네,5,0,0,0,0,0,0,0
1582,허브티(카모마일)카페베네,5,0,0,0,0,0,0,0
1583,허브티(히비스커스)카페베네,9,0,0,0,0,0,0,0
1584,밀크티(HOT) R카페베네,250,0,8,0,0,33,0,4.9
1585,밀크티(HOT) L카페베네,269,0,7,0,0,35,0,4
1586,밀크티(ICED) R카페베네,166,0,4,0,0,22,0,2.6
1587,밀크티(ICED) L카페베네,157,0,4,0,0,23,0,2.3
1588,유자티(HOT)카페베네,116,0,0,0,0,12,0,0
1589,유자티(ICED)카페베네,114,0,0,0,0,12,0,0
1590,자몽차(HOT)카페베네,205,0,1,0,0,44,0,0.1
1591,자몽히비스커스티에이드카페베네,114,0,0,0,0,20,0,0.1
1592,아이스티(복숭아)R카페베네,185,0,0,0,0,39,0,0
1593,아이스티(복숭아)L카페베네,244,0,0,0,0,51,0,0.1
1594,애플시나몬티(HOT)카페베네,112,0,1,0,0,20,0,0
1595,애플시나몬티(ICED)카페베네,110,0,0,0,0,18,0,0
1596,레몬에이드카페베네,202,0,0,0,0,49,0,0
1597,자몽에이드카페베네,185,0,1,0,0,41,0,0
1598,칼라만시에이드카페베네,176,0,0,0,0,39,0,0
1599,청포도포도 에이드카페베네,164,0,0,0,0,40,0,0
1600,포도포도 에이드카페베네,183,0,1,0,0,45,0,0.1
1601,오렌지주스카페베네,124,0,2,0,0,25,0,0
1602,자몽주스카페베네,120,0,2,0,0,17,0,0.5
1603,키위주스카페베네,155,0,1,0,0,29,0,0
1604,벨지안위트비어카페베네,84,0,2,0,0,0,0,0
1605,라즈베리 골드 아이스 티(ICED)카페베네,134,0,0.2,0,0,31,0,0
1606,리치 레드 아이스 티(ICED)카페베네,130,0,0.1,0,0,35,0,0
1607,브라운슈가 콜드브루 펄라떼(ICED)카페베네,230,0,3,0,0,17,0,2.8
1608,브라운슈가 밀크티 펄라떼(ICED)카페베네,245,0,4,0,0,12,0,2.3
1609,옐로우파인 스무디카페베네,343,0,3.8,0,0,70,0,0.9
1610,핑크피치 스무디카페베네,315,0,3.9,0,0,65,0,0.9
1611,자두 에이드카페베네,184,0,0.7,0,0,43,0,0
1612,살구 에이드카페베네,194,0,0.9,0,0,45,0,0
1613,딸기 젤라또 프라페노카페베네,338,0,3.4,0,0,63,0,2.5
1614,초콜릿 쿠키 젤라또 프라페노카페베네,335,0,7.8,0,0,37,0,6.1
1615,청도 홍시 라떼카페베네,128,0,1.9,0,0,22,0,0.5
1616,청도 홍시 주스카페베네,166,0,0.5,0,0,35,0,0
1617,청도 아이스홍시카페베네,97,0,1,0,0,19,0,0
1618,허니브레드(카라멜시나몬)카페베네,1022,0,15,0,0,25,0,35.4
1619,비벼먹는 페스츄리(딸기)카페베네,761,0,13,0,0,31,0,18.3
1620,비벼먹는 페스츄리(초콜릿)카페베네,793,0,14,0,0,31,0,22
1621,플레인 베이글카페베네,373,0,10,0,0,8,0,0.4
1622,어니언 베이글카페베네,305,0,10,0,0,9,0,0.5
1623,블루베리 베이글카페베네,373,0,9,0,0,9,0,0.4
1624,블루베리 크림치즈카페베네,288,0,5,0,0,19,0,10.9
1625,초코청크 크림치즈카페베네,319,0,6,0,0,15,0,15.2
1626,크랜베리 크림치즈카페베네,314,0,6,0,0,18,0,12.9
1627,허브갈릭 크림치즈카페베네,292,0,6,0,0,10,0,14.3
1628,플레인 크림치즈카페베네,287,0,6,0,0,15,0,12.4
1629,진한 뉴욕 치즈케이크카페베네,678,0,10,0,0,40,0,31.5
1630,자허 토르테(휘핑크림 포함)카페베네,692,0,7,0,0,63,0,32
1631,베리 까망베르 치즈 케이크카페베네,363,0,5,0,0,21,0,12.8
1632,라운드 쇼콜라 케이크카페베네,492,0,5,0,0,32,0,3.8
1633,홍차 케이크카페베네,267,0,3,0,0,16,0,10.6
1634,오렌지 케이크카페베네,296,0,3,0,0,21,0,11.3
